,0
Sanghi Jewellers Private Limited,1050000
Hind Filters Limited,1050000
Coral India Finance And Housing Limited,1047301
Keolis Hyderabad Mass Rapid Transit System Private Limited,1046173
Cerner India Health Services Private Limited,1043400
Naroda Enviro Projects Limited,1041874
Padmawati Art Creation Private Limited,1041722
Umsl Limited,1038000
Mtu India Private Limited,1035524
Darshan Services Private Limited,1035000
Minda Industries Limited,1035000
Kitco Limited,1034216
Neelikon Food Dyes And Chemicals Limited,1032000
Vipul Limited,1030926
Cii Guardian International Limited,1030000
Ind-Finance And Securities Trust Private Limited,1027000
Ronuplate Private Limited.,1026675
Thermax Engineering Construction Company  Limited,1024000
Forbes Marshall Arca Private Limited,1020172
Schenker India Private Limited,1018000
Sonarome Private Limited,1012000
Involute Technologies Private Limited,1011683
Rotork Controls (India) Private Limited,1010000
Cenduit (India) Services Private Limited,1006500
Viraj Estate Private Limited,1005000
Ahmedabad Strips Private Limited,1002100
Golden Valley Agrotech Private Limited,1000000
Thar Share Brokers Private Limited,1000000
Sharekhan Commodities Private Limited,1000000
Rim Jhim Ispat Limted,1000000
Pratibha Syntex Limited,1000000
Powerica Limited,1000000
Vossloh Beekay Castings Limited,1000000
Komarla Feeds And Foods Private Limited,1000000
Krbl Limited,1000000
Flexituff International Limited,1000000
Bajaj Sevashram Private Limited,1000000
Ramdev Food Products Private Limited,1000000
Capricon Realty Limited,1000000
Kanpur Edibles Private Limited,1000000
Fabindia Overseas Private Limited,1000000
Anand Divine Developers Private Limited,1000000
Neo Foods Private Limited,1000000
Next Sourcing Services (India) Private Limited,1000000
Planet Support Services India Private Limited,1000000
Sanand Properties Private Limited,1000000
Bangalore Fluid System Components Private Limited,1000000
Orchard Advertising Private Limited,1000000
Ozone Metallics Private Limited,1000000
Bajaj Steel Industries Limited,1000000
Prasol Chemicals Limited,1000000
Sindhu Trade Links Limited,1000000
Maco Corporation (India) Private Limited,1000000
Rane Holdings Limited,1000000
Chettinad Earth Movers Private Limited,1000000
Eagle Press Private Limited,1000000
Srm Hotels Private Limited,1000000
Hyderabad Duty Free Retail Limited,1000000
Alok International Private Limited,1000000
Mindstix Software Labs Private Limited,1000000
Pragati Automation Private Limited,1000000
Gmr Airport Developers Limited,1000000
Med Manor Organics Private Limited,1000000
Intricast Private Limited,1000000
Acv Products Private Limited,1000000
Toyo Engineering India Private Limited,1000000
Srinivasa Cystine Private Ltd,1000000
Regent Electro-Mech Private Limited,1000000
Trio Trend Pvt Ltd,1000000
Rashi Peripherals Private Limited,1000000
East India Securities Ltd,1000000
Game Plan Sports Private Limited,1000000
Bandhan Bank Limited,1000000
Ashapura Arcadia Logistic Private Limited,1000000
Jindal Polybuttons Private Limited,1000000
Ad2Pro Media Solutions Private Limited,1000000
Apax Partners India Advisers Private Limited,1000000
Back Office It Solutions Private Limited,1000000
Marketopper Securities Private Limited,1000000
Distant Frontiers Tours Private Limited,1000000
Dhanuka Laboratories Limited,1000000
Jupiter Dye Chem Private Limited,1000000
Teva Api India Private Limited,1000000
Fragomen Immigration Services India Private Limited,1000000
Sony Pictures Networks India Private Limited,1000000
Golden Goenka Fincorp Limited,1000000
Chokhi Dhani Resorts Private Limited,1000000
Ozone Overseas Private Limited,1000000
Himalayan Endeavour Pvt Ltd,1000000
Motorola Solutions India Private Limited,1000000
Faurecia Emissions Control Technologies India Private Limited,1000000
Bharti Telecom Limited,1000000
Sun Vacuum Formers Private Limited,1000000
Saama Technologies (India) Private Limited,1000000
Kumar Properties And Real Estate Private  Limited,1000000
Indo Global Infrastructure And Utilitiy Services Private Limited,1000000
Thakur Savadekar And Company Private Limited,1000000
L G Electronics India Private Limited,1000000
Cameron Manufacturing (India) Private Limited,1000000
Shoppers Stop Limited,1000000
Spinco Biotech Private Limited,1000000
Industrial And Prudential Investment Company Limited,1000000
Teritex Knitting Industries Private Limited,1000000
Zeel Infotech Private Limited,1000000
Saptagir Camphor Limited,1000000
Vadamalayan Hospitals Private Limited.,1000000
Seyad Home Industries Private Limited,1000000
George Oakes Limited,1000000
Mita India Private Limited,1000000
Arkema Peroxides India Private Limited,1000000
Hemant Tools Private Limited,1000000
Sara Textiles Limited,1000000
Vikram Thermo (India) Limited,1000000
Akashdeep International Private Limited,1000000
Zenith Tins Private Limited,1000000
Forevermark Diamonds Private Limited,1000000
Pakona Engineers (India)Pvt Ltd,1000000
Amrit Petroleums Pvt Ltd,1000000
National Payments Corporation Of India,1000000
Dhanki Securities Private Limited,1000000
Khandke Wind Energy Private Limited,1000000
Vama Sundari Investments (Delhi) Private Limited,1000000
R.P.P Infra Projects Limited,1000000
Golkunda Diamonds And Jewellery Limited,1000000
Cma Cgm Logistics Park (Dadri) Private Limited,1000000
Tungaloy India Private Limited,1000000
Astec Lifesciences Limited,998945
Mbl Infrastructures Limited,998000
Surin Automotive Private Limited,992275
Scott Edil Pharmacia Limited,990761
Daiichi Sankyo India Pharma Private Limited,990000
Ramky Enviro Engineers Limited,989897
Cable & Wireless Networks India Private Limited,983700
Mitcon Consultancy & Engineering Services Limited,982200
Air Inn Private Limited,980648
Selan Exploration Technology Limited,980122
Cargill Global Trading India Private Limited,975000
Anna Aluminium Company Private Limited,975000
E I Dupont India Private Limited,972615
Colruyt It Consultancy India Private Limited,972500
Gain Theory Consulting Private Limited,970162
T S Roadways Pvt Ltd,970000
Lanco Power Limited,967000
Vijay Tanks And Vessels Private Limited,966000
Pokarna Limited,963000
Khandelwal Edible Oils Limited,962764
Shri Gurudatt Sugars Limited,962000
India Pesticides Limited.,962000
Safex Fire Services Limited,960000
Kellton Tech Solutions Limited,960000
Vaishnavi Infrastructure Private Limited,960000
Roman Catholic Diocess Of Agra Private Limited,959215
Bluewater Foods And Exports Private Limited,958000
Kanchan India Limited,957133
Apcotex Industries Limited,957000
Gulbrandsen Technologies (India) Private  Limited,950681
J B Boda And Co Pvt Ltd,950000
Ambit Finvest Private Limited,950000
Blue Tex Private Limited,950000
Hinduja National Power Corporation Ltd,947203
Nekkanti Sea Foods Ltd.,946000
K.L.F. Nirmal Industries Private Limited,942000
Srbh Engineering & Equipment Private Limited,942000
Span India Pvt Ltd,938500
Hsbc Professional Services (India) Private Limited,936530
Rain Cii Carbon (Vizag) Limited,930000
North End Foods Marketing Private Limited,930000
The New Piece Goods Bazar Company Limited,927863
Mitsubishi Hitachi Power Systems India Private Limited,924550
Daffodil Software Limited,922000
Aries Organics Private Limited,922000
Amazon Development Centre (India) Private Limited,920900
Indian Machine Tool Manufacturers Association,920000
Dynamic Techno Medicals Private Limited,919836
Omidyar Network India Advisors Private Limited,918235
Ph4 Food & Beverages Private Limited,916950
Gpt Infraprojects Limited,908821
Globetrotters Educational Innoventions Private Limited,906850
Au Housing Finance Limited,905660
Pasupati Acrylon Limited,903000
Wallem Shipmanagement (India) Private Limited,900601
Herbicure Healthcare Bio-Herbal Research  Foundation,900200
Tamilnadu Urban Infrastructure Financial Services Limited,900000
Parveen Travels Private Limited,900000
Formula Corporate Solutions India Private Limited,900000
Shriram Credit Company Limited,900000
Hotel Queen Road Private Limited.,900000
Premier Evolvics Private Limited,900000
Stanrose Mafatlal Investments And Finance Limited,900000
Bgr Energy Systems Limited,900000
Herrenknecht India Private Limited,900000
Savera Industries Limited,900000
Overseas Polymers Private Limited,900000
United Drilling Tools Limited,900000
Icici Bank Limited,900000
Mundhra Agencies Private Limited,900000
Bhole Baba Milk Food Industries Limited,900000
Iifl Asset Management Limited,900000
Rdb Rasayans Ltd.,900000
Vardhan Ltd.,900000
Aerospace Materials Private Limited,900000
Shree Ram India Gums Private Limited,900000
Kirtivardhan Finvest Services Limited,900000
Galaxy Avenue Private Limited,900000
Marketing Communication & Advertising Limited,898000
Welspun Energy Private Limited,890163
Mediaedge Cia India Private Limited,889956
A B Sugars Limited,889000
Mpp Technologies Private Limited,887275
Allstate Solutions Private Limited,887250
Synthokem Labs Private Limited,880000
Mumbai Waste Management Limited,880000
Elin Electronics Ltd.,879328
Vishnu Chemicals Limited,878781
Jay Shree Tea And Industries Limited,878000
Sterling Agro Industries Limited,875000
Icra Limited,874000
Satkruti Education Management Private Limited,870820
Punch Ratna Fasteners Private Limited,870100
Gkn Driveline (India) Limited,868964
Lucy Electric India Private Limited,867000
Food Ingredient Specialities Private Limited,866460
Symed Labs Limited,865477
Hikal Limited,860000
Ultra International Limited,854770
Vkc Footprints Global Private Limited,854648
Sandvine Technologies (India) Private Limited,854033
Bill Forge Private Limited,854000
Diya Systems (Mangalore) Private Limited,851145
Suttatti Enterprises Private Limited,850870
Karnataka State Police Housing And Infrastructure Development Corporation Limited,850317
Novus Animal Nutrition (India) Private Limited,850000
Kalpataru Properties (Thane) Private Limited,850000
Aig Analytics & Services Private Limited,850000
Laxmi Publications Private Limited,850000
Shivalik Bimetal Controls Ltd,850000
Sun-N-Sand Hotels Private Limited,847000
Deloitte Financial Advisory Services India Private Limited,844362
R B A Exports Pvt. Ltd.,839300
Chw Forge Private Limited,836733
Star Chemicals (Bombay) Private Limited,835000
Virat Crane Industries Limited,835000
Theorem (India) Private Limited,834276
Roger Industries Limited,832894
Tasty Dairy Specialities Limited,831125
Ideal Chemi Plast Private Limited,831000
Sudeep Pharma Private Limited,827000
Nile Limited,827000
Lahmeyer International (India) Private Limited,825600
Maverick Holdings & Investments Private Limited,825000
Agility Logistics Private Limited,821195
Zodiac Finsec And Holdings Limited,820000
The Catholic Syrian Bank Ltd,820000
Arris India Private Limited,818237
Insecticides (India) Limited,816549
Xl India Business Services Private Limited,815947
Viswaat Chemicals Limited,814393
Rajasthan Rajya Vidyut Prasaran Nigam Limited,814000
Raptim Research Limited,811684
Lgc Promochem India Private Limited,810000
Nimbus India Limited,810000
Vkc Footsteps (India) Private Limited,810000
Gadre Marine Export Pvt Ltd,806050
Raj Process Equipments And Systems Private Limited,805700
Indeutsch Industries Private Limited,803665
Ronak Optik India Private Limited,802580
Scorpio Marine Management (India) Private Limited,802200
Bma Stainless Limited,801000
Kangaroo Kids Education Limited,800001
Ars Energy Private Limited,800000
Hanil Tube India Private Limted,800000
Pershing India Operational Services Private Limited,800000
Sesa Resources Limited,800000
Kcg India Private Limited,800000
James Walker Inmarco Industries Private Limited,800000
Adithya Automotive Applications Private Limited,800000
Unifi Capital Private Limited,800000
Client Network Services India Private Limited,800000
Results Marine Private Limited,800000
Nocil Limited,800000
Adani Infrastructure And Developers Private Limited,800000
Century Flour Mills Limited,800000
T And T Infra Private Limited,800000
Chettinad Coal Washeries Private Limited,800000
Skilrock Technologies Private Limited,800000
Romsons Scientific And Surgical Industries Private Limited,800000
E-City Real Estates Private Limited,800000
Delhi Msw Solutions Limited,800000
Karam Chand Thapar & Bros (Coal Sales ) Ltd,800000
Nadathur Estates Private Limited,800000
Cholamandalam Distribution Services Limited,800000
Valtech India Systems Private Limited,800000
Moog Motion Controls Private Limited,800000
Shiv Kumar Sushil Kumar Tea Enterprises Private Limited,800000
Snecma Hal Aerospace Private Limited,800000
Manik Chand And Sons (Jewellers) Private  Limited,800000
Citrix Systems India Private Limited,800000
Tenax India Stone Products Private Limited,800000
Blb Estates Private Limited,800000
Barbeque-Nation Hospitality Limited,800000
Practice Strategic Communications India Private Limited,800000
Maquet Medical India Private Limited,800000
Green Infra Btv Limited,800000
Encompass Events Pvt. Ltd.,800000
Naga Dhunseri Group Ltd.,800000
The Kadri Mills (Cbe) Limited,800000
Omron Automotive Components India Private Limited.,800000
Iac Electricals Pvt Ltd,800000
Eicher Goodearth Private Limited.,800000
Chemical Terminal Trombay Limited,800000
Acg Inspection Systems Private Limited,799690
Sarda Energy & Minerals Limited,791000
Prayag Polytech Private Limited (Transfer From Delhi To Rajasthan),790000
Sprinklr Solutions Private Limited,788000
Mistral Solutions Private Limited,782500
M Agarwal Stock Brokers Private Limited,781700
Jones Lang Lasalle Property Consultants (India) Private Limited,781000
Fortune Metals Limited,780792
Mysore Paints And Varnish Limited,780000
Silver Crest Clothing Private Limited,780000
Alco Company Private Limited,775000
Shardul Securities Limited,775000
Bmw India Leasing Private Limited,772551
K.P.R.Agrochem Limited,771523
Epsilon Ventures Private Limited,771500
Kanti Bijlee Utpadan Nigam Limited,766221
Grp Limited,761000
Warren Tea Limited,760000
Berar Finance Limited,760000
Minex Metallurgical Company Limited,760000
Freshtrop Fruits Limited,754157
Svs Mookambika Constructions Private Limited,753150
Amoli Organics Private Limited,752000
Dreisatz Mysolar24 Private Limited,751128
Lakshya Food (India) Limited,750000
Versatile Strategics Private Limited,750000
Lubrizol Advanced Materials India Private Limited,750000
Steel City Securities Limited,750000
Saurashtra Infra And Power Private Limited,750000
Karnataka Vidyuth Karkhane Limited,750000
Karvy Financial Services Limited,750000
Oasis Commercial Private Limited,748000
Harmony Plastics Private Limited,747586
Parksons Packaging Limited,747000
Miraj Business Development Private Limited,746603
Madison Incentives Management Private Limited,744800
Anusaya Auto Press Parts Private Limited,744248
Aspee Agro Equipment Pvt Ltd,740000
Ferolite Jointings Limited.,740000
Andrew Yule & Co Ltd,740000
Kem-Tron Technologies Private Limited,739564
Mandovi Motors Private Limited,738148
Target Sourcing Services India Private Limited,737282
Deccan Tobacco Exports Private Limited,736286
Osb India Private Limited,736185
Sling Media Private Limited,735310
Trp Sealing Systems (India) Private Limited,734250
Saint-Gobain Sekurit India Limited,733000
Idex Fluid & Metering Private Limited,732424
Taj Computer Solutions Private Limited,727165
Prudential Rubber Pvt Ltd,723144
Pegasystems Worldwide India Private Limited,723100
Tata Advanced Systems Limited,721000
Parag Milk Foods Limited,720000
Perfect Relations Private Limited,717171
Bsl Ltd,717000
Sua Explosives Andaccessories Private Limited,710000
Trbex Impex Private Limited,710000
Tata Ficosa Automotive Systems Private Limited,710000
L And T Chiyoda Limited,710000
Khandwala Enterprise Private Limited,710000
Ceinsys Tech Limited,705000
Eisai Pharmaceuticals India Private Limited,704713
De Nora India Limited,704439
Prasuna Vamsikrishna Spinning Mills Private Limited,702200
Pluto Software Private Limited,701900
Mecgale Pneumatics Private Limited,701340
Cheyyar Sez Developers Private Limited,700000
Trianz Holdings Private Limited,700000
Faiveley Transport Rail Technologies India Limited,700000
Utstarcom India Telecom Private Limited,700000
A P I Ispat And Powertech Privatelimited,700000
Distant Horizon Orchard Pvt Ltd,700000
Raghu Trading And Investment Company Private Limited,700000
K C Dairy Products Private Limited,700000
Utility Powertech Limited,700000
Atc Tires Private Limited,700000
Bayer Pharmaceuticals Private Limited,700000
Tamilnadu Minerals Limited,700000
Daisy Merchandisers Private Limited,700000
Af-Taab Investment Company Limited,700000
Nrb Bearings Limited (Full Fledged Public Co),700000
Mint Investments Ltd,700000
Pristine Developers Private Limited,700000
Nirja Publishers & Printers Private Limited,700000
Mahindra Bebanco Developers Limited,700000
Durr India Private Limited,700000
Mecaplast India Private Limited,700000
Ensure Support Services (India) Limited,700000
Nucleus Software Exports Limited,700000
Extreme Networks India Private Limited,700000
Asap Fluids Private Limited,700000
Vinayak Shree Real Estate Private Limited,700000
Suyog Dye Chemie Pvt Ltd,700000
Bt E-Serv (India) Private Limited,700000
Cdet Explosive Industries Private Limited,700000
Goa Carbon Limited,700000
Pil (India) Private Limited,700000
Quantum Knits Private Limited,700000
Greenstone Agro Product And Infrastructure Private Limited,697733
Rajasthan Electronics And Instruments Ltd,692020
Kanoria Chemicals & Industries Ltd,690000
Hardware Tools And Machinery Projects Private Limited,688028
Anshul Specialty Molecules Private Limited,687479
Dev Salt Private Limited,685575
Nyk Auto Logistics (India) Private Limited,685232
Datavision Systems Private Limited,683380
Cypress Semiconductor Technology India Private Limited,680800
Dayal Fertilizers Private Limited,680000
Radha Soami Food Products Private Limited,675938
Novelty Properties And Investment Private Limited,675000
Ankit India Limited,674913
Oasis Overseas Exports Private Limited,671523
Gowthami Solvent Oils Limited,671061
Ehara Engineering Pvt Ltd,671000
National Multi-Commodity Exchange Of India Limited,670300
Sun Pharmaceutical Industries Limited,660000
Siddha Real Estate Development Pvt Ltd,656000
Solvay Specialities India Private Limited,653855
Nicco Engineering Services Limited,651250
Vapi Care Pharma Private Limited,651000
Sasan Power Limited,650000
Rudolf Atul Chemicals Limited,650000
Essae Digitronics Private Limited,650000
Progressive Fertichem Private Limited,646031
Srinivasa Hatcheries Limited,643000
Brightstar Infrastructure Private Limited,642255
Cotiviti India Private Limited,640732
Waman Hari Pethe Sons Private Limited,640000
Odisha State Beverages Corporation Limited,639000
Gv Estates And Hotels Private Limited,638139
Apollo Hospitals International Limited,633795
El Dorado Biotech Private Limited,633366
Greenspan Agri-Tech Private Limited,630250
Saroj Foundry Private Limited,630000
Hema Dyechem Private Limited,628825
Navdeep Chemicals Private Limited,625000
Bnp Paribas India Holding Private Limited,623167
Wolkem India Limited,620484
Vision Sponge Iron Private Limited,619500
Indiana Gratings Private Limited,618000
Honda Trading Corporation India Private Limited,617169
Glassco Laboratory Equipments Private Limited,616880
Milliman India Private Limited,614000
The Bhavnagar Salt And Industrial Works Private Limited,610800
Zinnov Management Consulting Private Limited,610000
Ram Ratna Wires Limited,609000
Sks Microfinance Limited,609000
Fette Compacting Machinery India Private Limited,608000
Jsw Global Business Solutions Limited,607995
Acg Pampac Machines Private Limited,605371
Phillipcapital (India) Private Limited,600000
Dharti Dredging And Infrastructure Limited,600000
Ampo Valves India Private Limited,600000
Newsmen Associates Ltd,600000
Bachhraj Factories Private Limited,600000
Khazana Jewellery Private Limited,600000
Accudyne Industries India Private Limited,600000
Tata Consultancy Services Limited,600000
Dynamic Drilling & Services Private Limited,600000
India Shoes Exports Private Limited,600000
Clariant Chemicals (India) Limited,600000
National Polyplast (India) Limited,600000
Divis Pharmaceuticals Pvt.Ltd.,600000
Flyjac Logistics Private Limited,600000
Gayatrishakti Paper & Boards Limited,600000
Encardio Rite Electronics Private Limited,600000
Motilal Oswal Commodities Broker Private  Limited,600000
Turner Morrison Ltd,600000
Sudhakar Plastic Private Limited,600000
Magus Marketing Pvt Ltd,600000
Paharpur Cooling Towers Ltd,600000
Man Diesel & Turbo India Private Limited,600000
Inlott E Gaming Services Private Limited,600000
Glenworth Estate Limited,600000
Cool Cosmetics Private Limited,600000
Usha Breco Limited,600000
Tranquil Realty Private Limited,600000
International Seaport Dredging Private Limited,600000
Shankar Packagings Limited,600000
Shashbindu Constructions Private Limited,600000
S.P.Y. Agro Industries Limited,600000
Jai Beverages Private Limited,600000
Sarala Project Works Private Limited,600000
Zenith Securities And Investment Limited,600000
Unified Credit Solutions Private Limited,600000
Securities Investment Management Private Limited,600000
Wealthy Millennium Investment And Trading Private Limited,600000
Hemani Chemiorganic Private Limited,600000
Suyati Technologies Private Limited,600000
Kf Bioplants Private Limited,600000
Japfa Comfeed India Private Limited,600000
Fil India Business And Research Services Private Limited,600000
Futura Bioplants Private Limited,600000
Insco Steels Private Limited,600000
Sarla Performance Fibers Limited,593000
Emerald Cars Private Limited,591750
Charms India Private Limited,586185
Ami Organics Private Limited,583000
Il & Fs Education & Technology Services Limited,581472
Sundaram Packaging India Private Limited,580350
Karnataka Silk Industries Corporation Limited,579000
Union Roadways Ltd.,577873
Hll Lifecare Limited,577000
Regency Nirman Limited,575000
Ceb India Private Limited,575000
Crosseas Capital Services Private Limited,572500
Grand Polycoats Company Private Limited,572500
Gujarat Credo Mineral Industries Limited,572000
Highway Industries Limited,572000
Oswal Castings Private Limited,571600
Nichrome India Limited,571370
Hitech Corporation Limited,570000
Adient India Private Limited,570000
Rhi Clasil Private Limited,563415
Ess Kay Auto Finance Private Limited,561000
Capita India Private Limited,560000
Advent India Pe Advisors Private Limited,555350
Posco- India Pune Processing Center Private Limited,552157
Poona Shims Pvt Ltd,550000
Wendt India Limited,550000
Speciality Restaurants Limited,550000
P H Financial And Investment Consultants Pvt Ltd,550000
Webex Communications (India) Private Limited,550000
Mold-Tek Technologies Limited,549944
C. S. Infraconstruction Limited,548405
Sreeleathers Limited,547000
Dakshin Gujarat Vij Company Limited,546000
Aakash Global Foods Private Limited,545000
Dbxento Systems Private Limited,544874
Surat Textile Mills Limited,542000
Prabha Engineering Private Limited,541000
Ambuja Intermediates Private Limited,540500
Matrix Clothing Private Limited,540000
Reliance Industries Holding Private Limited,540000
Vhm Industries Limited,539000
Gromax Agri Equipment Limited,536000
Avantel Limited,534903
Promac Engineering Industries Limited,530430
Deutsche India Holdings Private Limited,526134
Ludhiana Beverages Private Limited,526000
Ocean Constructions (India) Private Limited,525000
Sai Service Private Limited,525000
Arjav Diamonds (India) Private Limited,525000
Softage Information Technology Ltd.,522913
Heidrick And Struggles (India) Private Limited,522163
Ongc Tripura Power Company Limited,521830
Krishi Rasayan Exports Pvt.Ltd.,520000
Dilip Buildcon Limited,515000
Mecc Alte India Private Limited,515000
Phusaram Mundhra Private Limited,511000
Meriton Infotech Pvt Ltd,511000
Orbit Electricals Private Limited,510000
Priyanka Finance Private Limited,510000
Prudent Corporate Advisory Services Limited,508000
Pix Transmissions Ltd,508000
Ireo Waterfront Private Limited,503757
Lapp India Private Limited,503555
Lux Industries Limited,502000
Bajrang Agro Industries Private Limited,502000
Coastal Corporation Limited,501954
Kalyani Forge Limited,500001
Varaha Infra Limited,500000
Monga Strayfield Private Limited,500000
Leena Power-Tech Engineers Private Limited,500000
Vector Management Consulting Private Limited.,500000
J.C. Brothers Retail Private Limited,500000
Lyra Network Private Limited,500000
The Boston Consulting Group (India) Private Limited,500000
Jyothy Laboratories Limited,500000
Superfil Products Private Limited,500000
Sona Blw Precision Forgings Limited,500000
Carl Bechem Lubricants (India) Private Limited,500000
P.M.K Constructions (India) Private Limited,500000
Sambandam Spinning Mills Limited,500000
Tej International Pvt Ltd.,500000
Skm Steels Limited,500000
Adar Poonawalla Finvest Pvt Ltd,500000
Rajlaxmi Construction Limited,500000
Tafe Access Limited,500000
Laadki Trading And Investments Limited,500000
Delphi Automotive Systems Private Limited,500000
Pruksa India Housing Private Limited,500000
Cheviot Agro Industries Private Limited,500000
Kkr India Advisors Private Limited,500000
Carzonrent (India) Private Limited,500000
Jyoti (India) Metal Industries Private Limited,500000
Tvs Infrastructure Private Limited,500000
Miot Hospitals Private Limited,500000
Hb Portfolio Limited,500000
Tadas Wind Energy Private Limited,500000
Gerb Vibration Control Systems Private Limited,500000
Ksb Tech Private Limited,500000
Koya And Company Construction Limited,500000
Maritime Services Private Limited,500000
Ajax Fiori Engineering (India) Private Limited,500000
Vibrant Greentech India Private Limited,500000
Cibersites India Private Limited,500000
Shubh Realty (South) Limited,500000
Bhilosa Industries Private Limited,500000
Trust Capital Services (India) Private Limited,500000
Pall India Private Limited,500000
Aromatic Ingredients Private Limited,500000
Shardashree Ispat Limited,500000
Madhya Pradesh Power Transmission Company Limited,500000
Ani Media Private Limited,500000
Bkg Mining Private Limited,500000
Premas Biotech Private Limited,500000
Catapharma Chemicals Private Limited,500000
Indo-Russian Aviation Limited,500000
Metropolitan Eximchem Private Limited,500000
Alcon Laboratories (India) Private Limited,500000
Junish Composites (India) Private Limited,500000
Sarvejana Healthcare Private Limited,500000
Khivraj Automobiles And Infrastructure Private Limited,500000
Rajasthan State Beverages Corporation Limited,500000
Meenakshi Narayanan Investments Private Limited,500000
Sanco Trans Limited,500000
Rsm Autokast Limited,500000
Foods And Inns Limited,500000
Hitachi Metals (India) Private Limited 100% For. Sub.Co,500000
Komatsu India Private Limited,500000
Brakes India Private Limited,500000
Kashi Vishwanath Textile Mill Private Limited,500000
Enter 10 Television Private Limited,500000
Coastal Rubber Equipment Private Limited,500000
Flow Link Systems Private Limited,500000
Majesco Limited,500000
Archtech Consultants Pvt Ltd,500000
Nirma Limited,500000
Iic Technologies Limited,500000
Vmt Spinning Company Limited,500000
Vardhman Holdings Limited,500000
Cochin Blue Metal Industries Private Limited,500000
Milk Food Aids Private Limited,500000
Pioneer Investcorp Limited,500000
Manali Petrochemicals Limited,500000
Onehub (Chennai) Private Limited,500000
Jcee Manufacturing And Services Private Limited,500000
Carbac Holdings Ltd,500000
Varindera Constructions Limited,500000
Infinx Services Private Limited,500000
Smc Global Securities Limited,500000
Stahl India Private Limited,500000
Majesco Software And Solutions India Private Limited,500000
Enco Engineers Combine Private Limited,500000
Dharam Pal Prem Chand Ltd,500000
Religare Enterprises Limited,498842
Salasar Techno Engineering Limited,494712
Swagat Infrastructure Private Limited,493000
Ims Health Analytics Services Private Limited,491537
Accord Software And Systems Private Limited,491260
Sharman Spinning Mills Private Limited,489799
Belgaum Aqua Valves Private Limited,489099
Lkp Finance Limited,487000
Purvaja Projects Limited,487000
Seco Tools India Private Limited,484885
Vacmet India Limited,482807
Nirmal Industrial Controls Private Limited,482000
Vashi Electricals Private Limited,481002
Itco Industries Limited,480000
Vireet Investments Private Limited,480000
Lotus Wireless Technologies India Private Limited,478000
Best Foods Limited,477000
Simplex Castings Limited,475000
Cs Specialty Chemicals Private Limited,475000
Jaipur Rugs Company Private Limited,470502
Rajasthan Sun Technique Energy Private Limited,470000
Vbhc Value Homes Private Limited,470000
Baker Gauges India Private Limited,468800
Collabera Technologies Private Limited,460370
Adani Township & Real Estate Company Private Limited,458000
Ipm Commodities Private Limited,456000
Diamond Metal Screens Private Limited,456000
Ostwal Phoschem (India) Limited,455000
Agarwal Marbles India Private Limited,454800
Suroj Buildcon Private Limited,451000
Gina Engineering Company Private Limited,450000
Krishna Antioxidants Private Limited,450000
Cvent India Private Limited,450000
Spectra Products Private Limited,450000
Wilo Mather And Platt Pumps Private Limited,450000
Kryfs Power Components Limited,450000
Bae Systems India (Services) Private Limited,447329
Verity Knowledge Solutions Private Limited,446873
Mdindia Health Insurance Tpa Private Limited,437418
Amaravathi Textiles Pvt Ltd,437000
Indegene Private Limited,434585
Stone Shippers Limited,434381
Morganite Crucible (India) Limited,434205
Shriram Properties Private Limited,432742
Ruchi Global Limited,430000
Cosmo Electro Industries Private Limited,429739
Invensys Development Centre India Private Limited,422400
Kaur Sain Spinners Limited,420500
Eruditus Education Private Limited,420000
Ace Hardware Private Limited,414050
Gxs India Technology Centre Private Limited,413361
Enventure Technology Services India Private Limited,412520
Admark Polycoats Private Limited,412500
Gujarat Jhm Hotels Limited,412024
Seven Star Steels Limited,412000
Manipal Technologies Limited,411210
Ptc Energy Limited,411015
Narayan Power Tech Private Limited,411000
Kuberkamna Marbles Private Limited,408000
Mps Limited,408000
India Index Services And Products Limited,407600
T D Williamson India Private Limited,405640
Panchsheel Investment Company (A Pvt.Co.With Unlimited Liability),400004
Edelman India Private Limited,400000
Ptc India Limited,400000
Edelweiss Finance & Investments Limited,400000
Micromatic Machine Tools Private Ltd,400000
Avinash Developers Private Limited,400000
Worldwide Oilfield Machine Pvt Ltd,400000
Take Solutions Limited,400000
Fineotex Chemical Limited,400000
Magna Electro Castings Limited,400000
Zim Laboratories Limited.,400000
A P Refinery Private Limited,400000
Craftsman Automation Private Limited,400000
Trw Sun Steering Wheels Private Limited,400000
Hitachi Solutions India Private Limited,400000
Saravana Selvarathnam Retail Private Limited,400000
Sutherland Healthcare Solutions Private Limited,400000
Easyaccess Financial Services Limited,400000
National Fertilizers Limited,400000
Asf Insignia Sez Private Limited,400000
Multiples Alternate Asset Management Private Limited,400000
Claridges Hotel Private Limited,400000
Navigant Bpm (India) Private Limited,400000
Danieli Corus India Private Limited,400000
E.I.D Parry (India) Limited,400000
P C Chandra (Jewellers) Private Limited,400000
Grd Securities Limited,400000
Stellar Information Technology Private Limited,400000
Sunshine Tiles Company Private Limited,400000
Hero Future Energies Private Limited,400000
Exide Industries Limited,400000
Ag8 Ventures Limited,400000
Jindal Realty Private Limited,400000
Matrix Business Services India Private Limited,400000
Universal Medicare Private Limited,400000
Nila Sea Foods Private Limited,400000
Nirmal Seeds Private Limited,400000
Fedex Trade Networks Transport & Brokerage Private Limited,400000
Rohan Builders And Developers Private Limited,400000
